"Simulation_ID","Scenario","Model_Name","RMSE","NRMSE","MAPE","R_Squared","CPU_Time_sec"
7,"Front-Heavy (60:15:15)","SAL-GP",6.00756972412553,0.0671393453659273,5.934506282655,0.948401805286221,6.76000000000022
7,"Back-Heavy (15:15:60)","aLadder",6.01216716940703,0.0671907254548368,7.65357524287777,0.948322801410449,11.3000000000002
7,"Back-Heavy (15:15:60)","mLadder-Ordinal",10.8919523052591,0.121726185647965,14.4314546539602,0.830391220476909,8.09999999999991
7,"Back-Heavy (15:15:60)","mLadder-Nominal",8.98342941783235,0.100396932195751,11.3319988263173,0.884622483368289,7.94000000000005
7,"Back-Heavy (15:15:60)","SAL-GP",6.15611174637826,0.0687994200036512,8.32752110396006,0.945818645696573,13.0599999999999
8,"Balanced (30:30:30)","aLadder",5.58646817437067,0.0629964303015377,7.96458635122556,0.953898378769923,9.80999999999995
8,"Balanced (30:30:30)","mLadder-Ordinal",8.24263452412789,0.0929489858516498,10.4010247516824,0.899637001539937,8.2199999999998
8,"Balanced (30:30:30)","mLadder-Nominal",8.39201296213256,0.0946334684378902,10.611275952524,0.895966350863518,7.88999999999987
8,"Balanced (30:30:30)","SAL-GP",5.29154470768793,0.0596706929960961,7.97612135532847,0.958637528599663,8.75
8,"Front-Heavy (60:15:15)","aLadder",4.78811543097002,0.053993716711149,5.21733884863573,0.966133465075646,8.55999999999995
8,"Front-Heavy (60:15:15)","mLadder-Ordinal",8.36463571673153,0.0943247458822572,8.15127335702856,0.896644021165205,7.92000000000007
8,"Front-Heavy (60:15:15)","mLadder-Nominal",8.32195885990373,0.0938434955550872,8.08411049534985,0.897695987109674,7.88000000000011
8,"Front-Heavy (60:15:15)","SAL-GP",4.70186754622448,0.0530211328369664,4.53473123636666,0.967342546158758,6.76999999999998
8,"Back-Heavy (15:15:60)","aLadder",5.10777789388749,0.0575984260617876,7.22509326420896,0.961460546790403,11.0799999999999
8,"Back-Heavy (15:15:60)","mLadder-Ordinal",9.59550647579245,0.108204797027831,13.751716893402,0.86398796264832,7.94999999999982
8,"Back-Heavy (15:15:60)","mLadder-Nominal",7.26517560594707,0.0819265615417268,9.97045183513165,0.922028880031757,7.88999999999987
8,"Back-Heavy (15:15:60)","SAL-GP",5.10511789735954,0.0575684303148067,8.33412733075817,0.961500677007631,12.7200000000003
9,"Balanced (30:30:30)","aLadder",4.77063993114611,0.0520631275341316,5.20450120888942,0.967914931596031,9.63999999999987
9,"Balanced (30:30:30)","mLadder-Ordinal",11.359064898886,0.123964175254179,10.4830999696805,0.818099097733868,7.54999999999973
9,"Balanced (30:30:30)","mLadder-Nominal",8.26432517490121,0.0901905450368057,7.89746880481525,0.903713702859091,7.51999999999998
9,"Balanced (30:30:30)","SAL-GP",4.38419637526104,0.0478457771523866,5.03071259535891,0.972902471053277,8.73999999999978
9,"Front-Heavy (60:15:15)","aLadder",12.1806532610766,0.132930364339636,18.1999906019521,0.79083411486446,8.73999999999978
9,"Front-Heavy (60:15:15)","mLadder-Ordinal",10.4980692407395,0.114567924980969,9.54985075009428,0.844629502170561,7.34999999999991
9,"Front-Heavy (60:15:15)","mLadder-Nominal",10.5403045648385,0.11502884911206,10.8498805726538,0.843376829247767,7.38000000000011
